© Data Science Training by Kirill Eremenko,,,,,,,,,,,,,,,,
Stats,,,,,,,,,,Confusion Matrix,,,,,Predicted,
7734,1,0.794517634,46,0.5%,9.3702,0.5%,27,1.3%,,,,,,,,
4932,0,0.793286068,47,0.5%,9.5739,0.5%,27,1.3%,,,,,,,,
7637,1,0.792573266,48,0.5%,9.7776,0.5%,28,1.4%,,,,,,,,
3111,1,0.790208152,49,0.5%,9.9813,0.5%,29,1.4%,,,,,,,,
3941,1,0.789776719,50,0.5%,10.185,0.5%,30,1.5%,,,,,,,,
1159,1,0.786154908,51,0.5%,10.3887,0.5%,31,1.5%,,,,,,,,
1791,0,0.786144038,52,0.5%,10.5924,0.5%,31,1.5%,,,,,,,,
777,1,0.785769493,53,0.5%,10.7961,0.5%,32,1.6%,,,,,,,,
7259,1,0.785672883,54,0.5%,10.9998,0.5%,33,1.6%,,,,,,,,
3647,1,0.784250197,55,0.6%,11.2035,0.6%,34,1.7%,,,,,,,,
2351,1,0.781087664,56,0.6%,11.4072,0.6%,35,1.7%,,,,,,,,
8099,1,0.781016685,57,0.6%,11.6109,0.6%,36,1.8%,,,,,,,,
1411,1,0.779682085,58,0.6%,11.8146,0.6%,37,1.8%,,,,,,,,
9011,1,0.776786767,59,0.6%,12.0183,0.6%,38,1.9%,,,,,,,,
6813,1,0.775208899,60,0.6%,12.222,0.6%,39,1.9%,,,,,,,,
400,1,0.775054559,61,0.6%,12.4257,0.6%,40,2.0%,,,,,,,,
599,1,0.773364132,62,0.6%,12.6294,0.6%,41,2.0%,,,,,,,,
1428,1,0.772340183,63,0.6%,12.8331,0.6%,42,2.1%,,,,,,,,
6582,1,0.772192303,64,0.6%,13.0368,0.6%,43,2.1%,,,,,,,,
7437,1,0.771863505,65,0.7%,13.2405,0.7%,44,2.2%,,,,,,,,
2116,1,0.769565719,66,0.7%,13.4442,0.7%,45,2.2%,,,,,,,,
2169,1,0.765625007,67,0.7%,13.6479,0.7%,46,2.3%,,,,,,,,
2773,0,0.765079719,68,0.7%,13.8516,0.7%,46,2.3%,,,,,,,,
2107,1,0.762857206,69,0.7%,14.0553,0.7%,47,2.3%,,,,,,,,
3383,0,0.76141654,70,0.7%,14.259,0.7%,47,2.3%,,,,,,,,
2496,1,0.759076861,71,0.7%,14.4627,0.7%,48,2.4%,,,,,,,,
5021,1,0.755442882,72,0.7%,14.6664,0.7%,49,2.4%,,,,,,,,
2615,1,0.75520113,73,0.7%,14.8701,0.7%,50,2.5%,,,,,,,,
6319,1,0.754740445,74,0.7%,15.0738,0.7%,51,2.5%,,,,,,,,
6198,1,0.754733829,75,0.8%,15.2775,0.8%,52,2.6%,,,,,,,,
1254,0,0.753934403,76,0.8%,15.4812,0.8%,52,2.6%,,,,,,,,
5790,1,0.753786015,77,0.8%,15.6849,0.8%,53,2.6%,,,,,,,,
1743,1,0.753529545,78,0.8%,15.8886,0.8%,54,2.7%,,,,,,,,
4265,1,0.75267025,79,0.8%,16.0923,0.8%,55,2.7%,,,,,,,,
4471,1,0.752486736,80,0.8%,16.296,0.8%,56,2.7%,,,,,,,,
8712,0,0.749593214,81,0.8%,16.4997,0.8%,56,2.7%,,,,,,,,
2521,1,0.744706813,82,0.8%,16.7034,0.8%,57,2.8%,,,,,,,,
6277,1,0.744328689,83,0.8%,16.9071,0.8%,58,2.8%,,,,,,,,
9672,0,0.744314338,84,0.8%,17.1108,0.8%,58,2.8%,,,,,,,,
180,1,0.743794049,85,0.9%,17.3145,0.9%,59,2.9%,,,,,,,,
3886,1,0.742295429,86,0.9%,17.5182,0.9%,60,2.9%,,,,,,,,
2155,1,0.742099647,87,0.9%,17.7219,0.9%,61,3.0%,,,,,,,,
2916,1,0.741201223,88,0.9%,17.9256,0.9%,62,3.0%,,,,,,,,
632,1,0.740957162,89,0.9%,18.1293,0.9%,63,3.1%,,,,,,,,
3498,1,0.738456588,90,0.9%,18.333,0.9%,64,3.1%,,,,,,,,
9880,1,0.73669854,91,0.9%,18.5367,0.9%,65,3.2%,,,,,,,,
4733,1,0.735469793,92,0.9%,18.7404,0.9%,66,3.2%,,,,,,,,
5958,0,0.735298474,93,0.9%,18.9441,0.9%,66,3.2%,,,,,,,,
7064,0,0.735143913,94,0.9%,19.1478,0.9%,66,3.2%,,,,,,,,
8222,1,0.733491184,95,1.0%,19.3515,1.0%,67,3.3%,,,,,,,,
8218,0,0.731799081,96,1.0%,19.5552,1.0%,67,3.3%,,,,,,,,
7058,0,0.731492276,97,1.0%,19.7589,1.0%,67,3.3%,,,,,,,,
7809,1,0.731470717,98,1.0%,19.9626,1.0%,68,3.3%,,,,,,,,
5291,1,0.73093281,99,1.0%,20.1663,1.0%,69,3.4%,,,,,,,,
8769,1,0.730355967,100,1.0%,20.37,1.0%,70,3.4%,,,,,,,,
6576,1,0.727337913,101,1.0%,20.5737,1.0%,71,3.5%,,,,,,,,
4014,1,0.72727181,102,1.0%,20.7774,1.0%,72,3.5%,,,,,,,,
9207,1,0.726613748,103,1.0%,20.9811,1.0%,73,3.6%,,,,,,,,
7214,1,0.726352899,104,1.0%,21.1848,1.0%,74,3.6%,,,,,,,,
3560,1,0.726091221,105,1.1%,21.3885,1.1%,75,3.7%,,,,,,,,
4381,1,0.725566736,106,1.1%,21.5922,1.1%,76,3.7%,,,,,,,,
5069,0,0.725250559,107,1.1%,21.7959,1.1%,76,3.7%,,,,,,,,
3207,1,0.722684812,108,1.1%,21.9996,1.1%,77,3.8%,,,,,,,,
9439,1,0.722587712,109,1.1%,22.2033,1.1%,78,3.8%,,,,,,,,
5369,1,0.72102479,110,1.1%,22.407,1.1%,79,3.9%,,,,,,,,
4171,0,0.720169459,111,1.1%,22.6107,1.1%,79,3.9%,,,,,,,,
5607,1,0.718621037,112,1.1%,22.8144,1.1%,80,3.9%,,,,,,,,
9479,1,0.713580692,113,1.1%,23.0181,1.1%,81,4.0%,,,,,,,,
7143,1,0.712993322,114,1.1%,23.2218,1.1%,82,4.0%,,,,,,,,
4887,0,0.712948077,115,1.2%,23.4255,1.2%,82,4.0%,,,,,,,,
4591,0,0.712890878,116,1.2%,23.6292,1.2%,82,4.0%,,,,,,,,
59,1,0.712177833,117,1.2%,23.8329,1.2%,83,4.1%,,,,,,,,
7801,1,0.712029208,118,1.2%,24.0366,1.2%,84,4.1%,,,,,,,,
3899,1,0.70983808,119,1.2%,24.2403,1.2%,85,4.2%,,,,,,,,
4524,0,0.706153346,120,1.2%,24.444,1.2%,85,4.2%,,,,,,,,
5951,1,0.706148615,121,1.2%,24.6477,1.2%,86,4.2%,,,,,,,,
5133,0,0.705822372,122,1.2%,24.8514,1.2%,86,4.2%,,,,,,,,
9334,0,0.705249001,123,1.2%,25.0551,1.2%,86,4.2%,,,,,,,,
5684,1,0.704026316,124,1.2%,25.2588,1.2%,87,4.3%,,,,,,,,
6722,0,0.703988738,125,1.3%,25.4625,1.3%,87,4.3%,,,,,,,,
4154,1,0.703712631,126,1.3%,25.6662,1.3%,88,4.3%,,,,,,,,
2275,1,0.703586226,127,1.3%,25.8699,1.3%,89,4.4%,,,,,,,,
7139,1,0.702640931,128,1.3%,26.0736,1.3%,90,4.4%,,,,,,,,
2455,1,0.701638897,129,1.3%,26.2773,1.3%,91,4.5%,,,,,,,,
7827,1,0.701151101,130,1.3%,26.481,1.3%,92,4.5%,,,,,,,,
7804,0,0.700905198,131,1.3%,26.6847,1.3%,92,4.5%,,,,,,,,
17,1,0.700780182,132,1.3%,26.8884,1.3%,93,4.6%,,,,,,,,
3692,0,0.699931112,133,1.3%,27.0921,1.3%,93,4.6%,,,,,,,,
889,0,0.699604298,134,1.3%,27.2958,1.3%,93,4.6%,,,,,,,,
1115,1,0.699023392,135,1.4%,27.4995,1.4%,94,4.6%,,,,,,,,
4660,0,0.698845592,136,1.4%,27.7032,1.4%,94,4.6%,,,,,,,,
3230,1,0.698642211,137,1.4%,27.9069,1.4%,95,4.7%,,,,,,,,
8364,1,0.698499948,138,1.4%,28.1106,1.4%,96,4.7%,,,,,,,,
3034,0,0.697220575,139,1.4%,28.3143,1.4%,96,4.7%,,,,,,,,
4644,1,0.696129964,140,1.4%,28.518,1.4%,97,4.8%,,,,,,,,
6912,1,0.696073379,141,1.4%,28.7217,1.4%,98,4.8%,,,,,,,,
3097,1,0.696008498,142,1.4%,28.9254,1.4%,99,4.9%,,,,,,,,
1934,0,0.695657821,143,1.4%,29.1291,1.4%,99,4.9%,,,,,,,,
2109,0,0.695418278,144,1.4%,29.3328,1.4%,99,4.9%,,,,,,,,
2660,1,0.69499563,145,1.5%,29.5365,1.5%,100,4.9%,,,,,,,,
8299,1,0.693762294,146,1.5%,29.7402,1.5%,101,5.0%,,,,,,,,
610,0,0.693722005,147,1.5%,29.9439,1.5%,101,5.0%,,,,,,,,
7318,1,0.693050874,148,1.5%,30.1476,1.5%,102,5.0%,,,,,,,,
7599,1,0.692782752,149,1.5%,30.3513,1.5%,103,5.1%,,,,,,,,
6744,1,0.69200268,150,1.5%,30.555,1.5%,104,5.1%,,,,,,,,
953,0,0.691327437,151,1.5%,30.7587,1.5%,104,5.1%,,,,,,,,
3379,0,0.690473119,152,1.5%,30.9624,1.5%,104,5.1%,,,,,,,,
767,0,0.69037608,153,1.5%,31.1661,1.5%,104,5.1%,,,,,,,,
8863,1,0.690053115,154,1.5%,31.3698,1.5%,105,5.2%,,,,,,,,
8394,1,0.688790935,155,1.6%,31.5735,1.6%,106,5.2%,,,,,,,,
5256,1,0.688764588,156,1.6%,31.7772,1.6%,107,5.3%,,,,,,,,
2880,1,0.687970712,157,1.6%,31.9809,1.6%,108,5.3%,,,,,,,,
3120,1,0.687768292,158,1.6%,32.1846,1.6%,109,5.4%,,,,,,,,
1647,1,0.687452636,159,1.6%,32.3883,1.6%,110,5.4%,,,,,,,,
3720,1,0.686964474,160,1.6%,32.592,1.6%,111,5.4%,,,,,,,,
1658,1,0.686434231,161,1.6%,32.7957,1.6%,112,5.5%,,,,,,,,
8924,1,0.68549766,162,1.6%,32.9994,1.6%,113,5.5%,,,,,,,,
9578,1,0.685295129,163,1.6%,33.2031,1.6%,114,5.6%,,,,,,,,
7768,1,0.685264291,164,1.6%,33.4068,1.6%,115,5.6%,,,,,,,,
6730,1,0.685079607,165,1.7%,33.6105,1.7%,116,5.7%,,,,,,,,
585,1,0.68462806,166,1.7%,33.8142,1.7%,117,5.7%,,,,,,,,
4257,0,0.684375146,167,1.7%,34.0179,1.7%,117,5.7%,,,,,,,,
6832,1,0.682721675,168,1.7%,34.2216,1.7%,118,5.8%,,,,,,,,
6710,1,0.682409303,169,1.7%,34.4253,1.7%,119,5.8%,,,,,,,,
8604,1,0.681931439,170,1.7%,34.629,1.7%,120,5.9%,,,,,,,,
9042,0,0.681903963,171,1.7%,34.8327,1.7%,120,5.9%,,,,,,,,
4314,0,0.681416431,172,1.7%,35.0364,1.7%,120,5.9%,,,,,,,,
9694,1,0.680810367,173,1.7%,35.2401,1.7%,121,5.9%,,,,,,,,
9833,1,0.680129585,174,1.7%,35.4438,1.7%,122,6.0%,,,,,,,,
9647,1,0.679778851,175,1.8%,35.6475,1.8%,123,6.0%,,,,,,,,
8476,1,0.679742213,176,1.8%,35.8512,1.8%,124,6.1%,,,,,,,,
4185,1,0.6794338,177,1.8%,36.0549,1.8%,125,6.1%,,,,,,,,
128,1,0.677843011,178,1.8%,36.2586,1.8%,126,6.2%,,,,,,,,
3557,1,0.677392786,179,1.8%,36.4623,1.8%,127,6.2%,,,,,,,,
6376,1,0.676125461,180,1.8%,36.666,1.8%,128,6.3%,,,,,,,,
6520,1,0.675501295,181,1.8%,36.8697,1.8%,129,6.3%,,,,,,,,
4367,0,0.675204755,182,1.8%,37.0734,1.8%,129,6.3%,,,,,,,,
3146,1,0.675083875,183,1.8%,37.2771,1.8%,130,6.4%,,,,,,,,
3794,1,0.675047505,184,1.8%,37.4808,1.8%,131,6.4%,,,,,,,,
7273,0,0.674815968,185,1.9%,37.6845,1.9%,131,6.4%,,,,,,,,
768,1,0.673713013,186,1.9%,37.8882,1.9%,132,6.5%,,,,,,,,
857,1,0.672362844,187,1.9%,38.0919,1.9%,133,6.5%,,,,,,,,
5406,0,0.672116181,188,1.9%,38.2956,1.9%,133,6.5%,,,,,,,,
6367,0,0.671715,189,1.9%,38.4993,1.9%,133,6.5%,,,,,,,,
8216,1,0.67149168,190,1.9%,38.703,1.9%,134,6.6%,,,,,,,,
4645,0,0.671274872,191,1.9%,38.9067,1.9%,134,6.6%,,,,,,,,
2040,0,0.670657407,192,1.9%,39.1104,1.9%,134,6.6%,,,,,,,,
5824,1,0.670632883,193,1.9%,39.3141,1.9%,135,6.6%,,,,,,,,
2459,0,0.670457356,194,1.9%,39.5178,1.9%,135,6.6%,,,,,,,,
4198,1,0.669787496,195,2.0%,39.7215,2.0%,136,6.7%,,,,,,,,
7534,1,0.669181539,196,2.0%,39.9252,2.0%,137,6.7%,,,,,,,,
6562,1,0.668947476,197,2.0%,40.1289,2.0%,138,6.8%,,,,,,,,
5702,1,0.666891659,198,2.0%,40.3326,2.0%,139,6.8%,,,,,,,,
2926,0,0.666686061,199,2.0%,40.5363,2.0%,139,6.8%,,,,,,,,
6316,1,0.666449502,200,2.0%,40.74,2.0%,140,6.9%,,,,,,,,
5001,0,0.664575846,201,2.0%,40.9437,2.0%,140,6.9%,,,,,,,,
7160,1,0.664537658,202,2.0%,41.1474,2.0%,141,6.9%,,,,,,,,
4893,1,0.663932026,203,2.0%,41.3511,2.0%,142,7.0%,,,,,,,,
529,1,0.663369952,204,2.0%,41.5548,2.0%,143,7.0%,,,,,,,,
1439,1,0.661952464,205,2.1%,41.7585,2.1%,144,7.1%,,,,,,,,
2733,1,0.660450354,206,2.1%,41.9622,2.1%,145,7.1%,,,,,,,,
7605,1,0.659770448,207,2.1%,42.1659,2.1%,146,7.2%,,,,,,,,
8055,1,0.659583642,208,2.1%,42.3696,2.1%,147,7.2%,,,,,,,,
6971,0,0.659433106,209,2.1%,42.5733,2.1%,147,7.2%,,,,,,,,
9081,0,0.658874638,210,2.1%,42.777,2.1%,147,7.2%,,,,,,,,
7773,1,0.658829882,211,2.1%,42.9807,2.1%,148,7.3%,,,,,,,,
311,0,0.658631906,212,2.1%,43.1844,2.1%,148,7.3%,,,,,,,,
8039,0,0.658556141,213,2.1%,43.3881,2.1%,148,7.3%,,,,,,,,
4833,0,0.658260344,214,2.1%,43.5918,2.1%,148,7.3%,,,,,,,,
3828,1,0.656493826,215,2.2%,43.7955,2.2%,149,7.3%,,,,,,,,
2277,1,0.656374383,216,2.2%,43.9992,2.2%,150,7.4%,,,,,,,,
9103,0,0.656004803,217,2.2%,44.2029,2.2%,150,7.4%,,,,,,,,
7081,1,0.655633535,218,2.2%,44.4066,2.2%,151,7.4%,,,,,,,,
7527,0,0.655628251,219,2.2%,44.6103,2.2%,151,7.4%,,,,,,,,
1929,1,0.655451805,220,2.2%,44.814,2.2%,152,7.5%,,,,,,,,
8485,1,0.653048709,221,2.2%,45.0177,2.2%,153,7.5%,,,,,,,,
253,0,0.652147812,222,2.2%,45.2214,2.2%,153,7.5%,,,,,,,,
6872,1,0.652047017,223,2.2%,45.4251,2.2%,154,7.6%,,,,,,,,
2345,1,0.651223627,224,2.2%,45.6288,2.2%,155,7.6%,,,,,,,,
5652,0,0.650937854,225,2.3%,45.8325,2.3%,155,7.6%,,,,,,,,
2221,0,0.650422124,226,2.3%,46.0362,2.3%,155,7.6%,,,,,,,,
9219,1,0.64973664,227,2.3%,46.2399,2.3%,156,7.7%,,,,,,,,
1193,1,0.649249031,228,2.3%,46.4436,2.3%,157,7.7%,,,,,,,,
3181,1,0.648420698,229,2.3%,46.6473,2.3%,158,7.8%,,,,,,,,
7035,1,0.648163136,230,2.3%,46.851,2.3%,159,7.8%,,,,,,,,
2095,0,0.647713504,231,2.3%,47.0547,2.3%,159,7.8%,,,,,,,,
4224,1,0.647352199,232,2.3%,47.2584,2.3%,160,7.9%,,,,,,,,
5116,1,0.647257235,233,2.3%,47.4621,2.3%,161,7.9%,,,,,,,,
9784,0,0.647181673,234,2.3%,47.6658,2.3%,161,7.9%,,,,,,,,
5389,1,0.646841223,235,2.4%,47.8695,2.4%,162,8.0%,,,,,,,,
5511,1,0.646194861,236,2.4%,48.0732,2.4%,163,8.0%,,,,,,,,
1329,1,0.645170432,237,2.4%,48.2769,2.4%,164,8.1%,,,,,,,,
8763,1,0.644416964,238,2.4%,48.4806,2.4%,165,8.1%,,,,,,,,
7303,0,0.643428587,239,2.4%,48.6843,2.4%,165,8.1%,,,,,,,,
5943,1,0.643267188,240,2.4%,48.888,2.4%,166,8.1%,,,,,,,,
3617,1,0.643093165,241,2.4%,49.0917,2.4%,167,8.2%,,,,,,,,
7720,0,0.643015975,242,2.4%,49.2954,2.4%,167,8.2%,,,,,,,,
8911,1,0.642758858,243,2.4%,49.4991,2.4%,168,8.2%,,,,,,,,
4143,1,0.642701202,244,2.4%,49.7028,2.4%,169,8.3%,,,,,,,,
6304,1,0.642487089,245,2.5%,49.9065,2.5%,170,8.3%,,,,,,,,
4850,0,0.642322162,246,2.5%,50.1102,2.5%,170,8.3%,,,,,,,,
5834,1,0.642318414,247,2.5%,50.3139,2.5%,171,8.4%,,,,,,,,
2136,1,0.642311389,248,2.5%,50.5176,2.5%,172,8.4%,,,,,,,,
7634,1,0.641819825,249,2.5%,50.7213,2.5%,173,8.5%,,,,,,,,
8353,1,0.641721413,250,2.5%,50.925,2.5%,174,8.5%,,,,,,,,
7329,1,0.641104099,251,2.5%,51.1287,2.5%,175,8.6%,,,,,,,,
1994,1,0.641090599,252,2.5%,51.3324,2.5%,176,8.6%,,,,,,,,
2348,1,0.640598859,253,2.5%,51.5361,2.5%,177,8.7%,,,,,,,,
1123,1,0.640000381,254,2.5%,51.7398,2.5%,178,8.7%,,,,,,,,
9039,1,0.639939464,255,2.6%,51.9435,2.6%,179,8.8%,,,,,,,,
1599,1,0.63930006,256,2.6%,52.1472,2.6%,180,8.8%,,,,,,,,
2595,1,0.638738998,257,2.6%,52.3509,2.6%,181,8.9%,,,,,,,,
7704,0,0.638666294,258,2.6%,52.5546,2.6%,181,8.9%,,,,,,,,
7159,1,0.638507089,259,2.6%,52.7583,2.6%,182,8.9%,,,,,,,,
7267,1,0.637894282,260,2.6%,52.962,2.6%,183,9.0%,,,,,,,,
5300,0,0.637821614,261,2.6%,53.1657,2.6%,183,9.0%,,,,,,,,
2434,0,0.637624879,262,2.6%,53.3694,2.6%,183,9.0%,,,,,,,,
6059,1,0.637196709,263,2.6%,53.5731,2.6%,184,9.0%,,,,,,,,
159,0,0.636505195,264,2.6%,53.7768,2.6%,184,9.0%,,,,,,,,
9477,0,0.636263562,265,2.7%,53.9805,2.7%,184,9.0%,,,,,,,,
2576,1,0.636022245,266,2.7%,54.1842,2.7%,185,9.1%,,,,,,,,
3550,1,0.635744456,267,2.7%,54.3879,2.7%,186,9.1%,,,,,,,,
8745,1,0.635685744,268,2.7%,54.5916,2.7%,187,9.2%,,,,,,,,
4344,1,0.635617102,269,2.7%,54.7953,2.7%,188,9.2%,,,,,,,,
7719,1,0.634612911,270,2.7%,54.999,2.7%,189,9.3%,,,,,,,,
2857,1,0.632990235,271,2.7%,55.2027,2.7%,190,9.3%,,,,,,,,
4115,1,0.632832047,272,2.7%,55.4064,2.7%,191,9.4%,,,,,,,,
8551,1,0.632828871,273,2.7%,55.6101,2.7%,192,9.4%,,,,,,,,
9720,1,0.632502282,274,2.7%,55.8138,2.7%,193,9.5%,,,,,,,,
9493,1,0.632428915,275,2.8%,56.0175,2.8%,194,9.5%,,,,,,,,
2761,0,0.632346645,276,2.8%,56.2212,2.8%,194,9.5%,,,,,,,,
5491,0,0.632190806,277,2.8%,56.4249,2.8%,194,9.5%,,,,,,,,
671,0,0.632179206,278,2.8%,56.6286,2.8%,194,9.5%,,,,,,,,
631,1,0.631278922,279,2.8%,56.8323,2.8%,195,9.6%,,,,,,,,
852,1,0.631204569,280,2.8%,57.036,2.8%,196,9.6%,,,,,,,,
3611,1,0.630372795,281,2.8%,57.2397,2.8%,197,9.7%,,,,,,,,
1166,0,0.62951201,282,2.8%,57.4434,2.8%,197,9.7%,,,,,,,,
6507,1,0.629430395,283,2.8%,57.6471,2.8%,198,9.7%,,,,,,,,
7085,1,0.628966177,284,2.8%,57.8508,2.8%,199,9.8%,,,,,,,,
2439,1,0.628908511,285,2.9%,58.0545,2.9%,200,9.8%,,,,,,,,
6233,1,0.627828571,286,2.9%,58.2582,2.9%,201,9.9%,,,,,,,,
1449,1,0.627493936,287,2.9%,58.4619,2.9%,202,9.9%,,,,,,,,
7899,0,0.626887809,288,2.9%,58.6656,2.9%,202,9.9%,,,,,,,,
3640,1,0.626579939,289,2.9%,58.8693,2.9%,203,10.0%,,,,,,,,
6047,0,0.625824545,290,2.9%,59.073,2.9%,203,10.0%,,,,,,,,
1612,1,0.625621292,291,2.9%,59.2767,2.9%,204,10.0%,,,,,,,,
3594,0,0.625155875,292,2.9%,59.4804,2.9%,204,10.0%,,,,,,,,
3390,1,0.624991546,293,2.9%,59.6841,2.9%,205,10.1%,,,,,,,,
7207,0,0.624974632,294,2.9%,59.8878,2.9%,205,10.1%,,,,,,,,
7766,0,0.624189752,295,3.0%,60.0915,3.0%,205,10.1%,,,,,,,,
4993,1,0.623972874,296,3.0%,60.2952,3.0%,206,10.1%,,,,,,,,
3284,0,0.623893344,297,3.0%,60.4989,3.0%,206,10.1%,,,,,,,,
7203,0,0.623760469,298,3.0%,60.7026,3.0%,206,10.1%,,,,,,,,
5515,1,0.623284035,299,3.0%,60.9063,3.0%,207,10.2%,,,,,,,,
5332,1,0.623202414,300,3.0%,61.11,3.0%,208,10.2%,,,,,,,,
1071,1,0.622543251,301,3.0%,61.3137,3.0%,209,10.3%,,,,,,,,
8953,1,0.621656082,302,3.0%,61.5174,3.0%,210,10.3%,,,,,,,,
9895,0,0.621492441,303,3.0%,61.7211,3.0%,210,10.3%,,,,,,,,
3783,1,0.62149218,304,3.0%,61.9248,3.0%,211,10.4%,,,,,,,,
9735,0,0.621217364,305,3.1%,62.1285,3.1%,211,10.4%,,,,,,,,
3619,1,0.621157006,306,3.1%,62.3322,3.1%,212,10.4%,,,,,,,,
71,1,0.620806067,307,3.1%,62.5359,3.1%,213,10.5%,,,,,,,,
4002,1,0.620739718,308,3.1%,62.7396,3.1%,214,10.5%,,,,,,,,
3914,1,0.620259871,309,3.1%,62.9433,3.1%,215,10.6%,,,,,,,,
6892,1,0.620051114,310,3.1%,63.147,3.1%,216,10.6%,,,,,,,,
4022,1,0.619053776,311,3.1%,63.3507,3.1%,217,10.7%,,,,,,,,
3957,0,0.618984958,312,3.1%,63.5544,3.1%,217,10.7%,,,,,,,,
7478,1,0.618104612,313,3.1%,63.7581,3.1%,218,10.7%,,,,,,,,
3362,0,0.617478271,314,3.1%,63.9618,3.1%,218,10.7%,,,,,,,,
5224,0,0.615828586,315,3.2%,64.1655,3.2%,218,10.7%,,,,,,,,
4668,1,0.614550704,316,3.2%,64.3692,3.2%,219,10.8%,,,,,,,,
1982,0,0.614463186,317,3.2%,64.5729,3.2%,219,10.8%,,,,,,,,
9737,0,0.614162988,318,3.2%,64.7766,3.2%,219,10.8%,,,,,,,,
8344,1,0.614107336,319,3.2%,64.9803,3.2%,220,10.8%,,,,,,,,
